0.01	0.01
0.01	0.0102329
0.01	0.0104713
0.01	0.0107152
0.01	0.0109648
0.01	0.0112202
0.01	0.0114815
0.01	0.011749
0.01	0.0120226
0.01	0.0123027
0.01	0.0125893
0.01	0.0128825
0.01	0.0131826
0.01	0.0134896
0.01	0.0138038
0.01	0.0141254
0.01	0.0144544
0.01	0.0147911
0.01	0.0151356
0.01	0.0154882
0.01	0.0158489
0.01	0.0162181
0.01	0.0165959
0.01	0.0169824
0.01	0.017378
0.01	0.0177828
0.01	0.018197
0.01	0.0186209
0.01	0.0190546
0.01	0.0194984
0.01	0.0199526
0.01	0.0204174
0.01	0.020893
0.01	0.0213796
0.01	0.0218776
0.01	0.0223872
0.01	0.0229087
0.01	0.0234423
0.01	0.0239883
0.01	0.0245471
0.01	0.0251189
0.01	0.025704
0.01	0.0263027
0.01	0.0269153
0.01	0.0275423
0.01	0.0281838
0.01	0.0288403
0.01	0.0295121
0.01	0.0301995
0.01	0.030903
0.01	0.0316228
0.01	0.0323594
0.01	0.0331131
0.01	0.0338844
0.01	0.0346737
0.01	0.0354813
0.01	0.0363078
0.01	0.0371535
0.01	0.0380189
0.01	0.0389045
0.01	0.0398107
0.01	0.040738
0.01	0.0416869
0.01	0.042658
0.01	0.0436516
0.01	0.0446684
0.01	0.0457088
0.01	0.0467735
0.01	0.047863
0.01	0.0489779
0.01	0.0501187
0.01	0.0512861
0.01	0.0524807
0.01	0.0537032
0.01	0.0549541
0.01	0.0562341
0.01	0.057544
0.01	0.0588844
0.01	0.060256
0.01	0.0616595
0.01	0.0630957
0.01	0.0645654
0.01	0.0660693
0.01	0.0676083
0.01	0.0691831
0.01	0.0707946
0.01	0.0724436
0.01	0.074131
0.01	0.0758578
0.01	0.0776247
0.01	0.0794328
0.01	0.0812831
0.01	0.0831764
0.01	0.0851138
0.01	0.0870964
0.01	0.0891251
0.01	0.0912011
0.01	0.0933254
0.01	0.0954993
0.01	0.0977237
0.01	0.1
0.01	0.102329
0.01	0.104713
0.01	0.107152
0.01	0.109648
0.01	0.112202
0.01	0.114815
0.01	0.11749
0.01	0.120226
0.01	0.123027
0.01	0.125893
0.01	0.128825
0.01	0.131826
0.01	0.134896
0.01	0.138038
0.01	0.141254
0.01	0.144544
0.01	0.147911
0.01	0.151356
0.01	0.154882
0.01	0.158489
0.01	0.162181
0.01	0.165959
0.01	0.169824
0.01	0.17378
0.01	0.177828
0.01	0.18197
0.01	0.186209
0.01	0.190546
0.01	0.194984
0.01	0.199526
0.01	0.204174
0.01	0.20893
0.01	0.213796
0.01	0.218776
0.01	0.223872
0.01	0.229087
0.01	0.234423
0.01	0.239883
0.01	0.245471
0.01	0.251189
0.01	0.25704
0.01	0.263027
0.01	0.269153
0.01	0.275423
0.01	0.281838
0.01	0.288403
0.01	0.295121
0.01	0.301995
0.01	0.30903
0.01	0.316228
0.01	0.323594
0.01	0.331131
0.01	0.338844
0.01	0.346737
0.01	0.354813
0.01	0.363078
0.01	0.371535
0.01	0.380189
0.01	0.389045
0.01	0.398107
0.01	0.40738
0.01	0.416869
0.01	0.42658
0.01	0.436516
0.01	0.446684
0.01	0.457088
0.01	0.467735
0.01	0.47863
0.01	0.489779
0.01	0.501187
0.01	0.512861
0.01	0.524807
0.01	0.537032
0.01	0.549541
0.01	0.562341
0.01	0.57544
0.01	0.588844
0.01	0.60256
0.01	0.616595
0.01	0.630957
0.01	0.645654
0.01	0.660693
0.01	0.676083
0.01	0.691831
0.01	0.707946
0.01	0.724436
0.01	0.74131
0.01	0.758578
0.01	0.776247
0.01	0.794328
0.01	0.812831
0.01	0.831764
0.01	0.851138
0.01	0.870964
0.01	0.891251
0.01	0.912011
0.01	0.933254
0.01	0.954993
0.01	0.977237
0.01	1
0.01	1.02329
0.01	1.04713
0.01	1.07152
0.01	1.09648
0.01	1.12202
0.01	1.14815
0.01	1.1749
0.01	1.20226
0.01	1.23027
0.01	1.25893
0.01	1.28825
0.01	1.31826
0.01	1.34896
0.01	1.38038
0.01	1.41254
0.01	1.44544
0.01	1.47911
0.01	1.51356
0.01	1.54882
0.01	1.58489
