0.01	0.01	674.115
0.01	0.0102329	1383.31
0.01	0.0104713	2126.51
0.01	0.0107152	2913.92
0.01	0.0109648	3731.74
0.01	0.0112202	4589.94
0.01	0.0114815	5492.38
0.01	0.011749	6441.9
0.01	0.0120226	7428.9
0.01	0.0123027	8471.57
0.01	0.0125893	9561.52
0.01	0.0128825	10706.2
0.01	0.0131826	11901.2
0.01	0.0134896	13159.1
0.01	0.0138038	14475.5
0.01	0.0141254	15857
0.01	0.0144544	17307.7
0.01	0.0147911	18820.5
0.01	0.0151356	20408.7
0.01	0.0154882	22070.1
0.01	0.0158489	23811.5
0.01	0.0162181	25633.7
0.01	0.0165959	27537.9
0.01	0.0169824	29529.6
0.01	0.017378	31612.6
0.01	0.0177828	33790.4
0.01	0.018197	36072
0.01	0.0186209	38463.9
0.01	0.0190546	40965.8
0.01	0.0194984	43579.4
0.01	0.0199526	46323.8
0.01	0.0204174	49190.3
0.01	0.020893	52190.1
0.01	0.0213796	55330.9
0.01	0.0218776	58624.5
0.01	0.0223872	62071.1
0.01	0.0229087	65676.4
0.01	0.0234423	69452.5
0.01	0.0239883	73412.7
0.01	0.0245471	77563
0.01	0.0251189	81908.2
0.01	0.025704	86460.4
0.01	0.0263027	91222.9
0.01	0.0269153	96210.1
0.01	0.0275423	101432
0.01	0.0281838	106901
0.01	0.0288403	112629
0.01	0.0295121	118620
0.01	0.0301995	124898
0.01	0.030903	131471
0.01	0.0316228	138354
0.01	0.0323594	145562
0.01	0.0331131	153104
0.01	0.0338844	161010
0.01	0.0346737	169285
0.01	0.0354813	177944
0.01	0.0363078	187018
0.01	0.0371535	196510
0.01	0.0380189	206448
0.01	0.0389045	216858
0.01	0.0398107	227760
0.01	0.040738	239174
0.01	0.0416869	251122
0.01	0.042658	263626
0.01	0.0436516	276722
0.01	0.0446684	290434
0.01	0.0457088	304799
0.01	0.0467735	319837
0.01	0.047863	335573
0.01	0.0489779	352048
0.01	0.0501187	369302
0.01	0.0512861	387369
0.01	0.0524807	406280
0.01	0.0537032	426080
0.01	0.0549541	446810
0.01	0.0562341	468519
0.01	0.057544	491246
0.01	0.0588844	515034
0.01	0.060256	539941
0.01	0.0616595	566021
0.01	0.0630957	593322
0.01	0.0645654	621907
0.01	0.0660693	651831
0.01	0.0676083	683161
0.01	0.0691831	715955
0.01	0.0707946	750287
0.01	0.0724436	786231
0.01	0.074131	823863
0.01	0.0758578	863248
0.01	0.0776247	904478
0.01	0.0794328	947638
0.01	0.0812831	992819
0.01	0.0831764	1.04012e+006
0.01	0.0851138	1.08963e+006
0.01	0.0870964	1.14144e+006
0.01	0.0891251	1.19568e+006
0.01	0.0912011	1.25246e+006
0.01	0.0933254	1.31187e+006
0.01	0.0954993	1.37407e+006
0.01	0.0977237	1.43916e+006
0.01	0.1	1.5073e+006
0.01	0.102329	1.57861e+006
0.01	0.104713	1.65323e+006
0.01	0.107152	1.73132e+006
0.01	0.109648	1.81304e+006
0.01	0.112202	1.89857e+006
0.01	0.114815	1.98806e+006
0.01	0.11749	2.08171e+006
0.01	0.120226	2.17971e+006
0.01	0.123027	2.28224e+006
0.01	0.125893	2.38952e+006
0.01	0.128825	2.50177e+006
0.01	0.131826	2.61921e+006
0.01	0.134896	2.74207e+006
0.01	0.138038	2.8706e+006
0.01	0.141254	3.00505e+006
0.01	0.144544	3.1457e+006
0.01	0.147911	3.29282e+006
0.01	0.151356	3.4467e+006
0.01	0.154882	3.60764e+006
0.01	0.158489	3.77597e+006
0.01	0.162181	3.952e+006
0.01	0.165959	4.13608e+006
0.01	0.169824	4.32855e+006
0.01	0.17378	4.52982e+006
0.01	0.177828	4.74025e+006
0.01	0.18197	4.96024e+006
0.01	0.186209	5.19022e+006
0.01	0.190546	5.43063e+006
0.01	0.194984	5.68191e+006
0.01	0.199526	5.94452e+006
0.01	0.204174	6.21897e+006
0.01	0.20893	6.50575e+006
0.01	0.213796	6.80541e+006
0.01	0.218776	7.11848e+006
0.01	0.223872	7.44554e+006
0.01	0.229087	7.78717e+006
0.01	0.234423	8.144e+006
0.01	0.239883	8.51663e+006
0.01	0.245471	8.90574e+006
0.01	0.251189	9.31201e+006
0.01	0.25704	9.73614e+006
0.01	0.263027	1.01789e+007
0.01	0.269153	1.06409e+007
0.01	0.275423	1.11231e+007
0.01	0.281838	1.16262e+007
0.01	0.288403	1.21511e+007
0.01	0.295121	1.26986e+007
0.01	0.301995	1.32696e+007
0.01	0.30903	1.3865e+007
0.01	0.316228	1.44857e+007
0.01	0.323594	1.51328e+007
0.01	0.331131	1.58071e+007
0.01	0.338844	1.65098e+007
0.01	0.346737	1.72419e+007
0.01	0.354813	1.80045e+007
0.01	0.363078	1.87986e+007
0.01	0.371535	1.96254e+007
0.01	0.380189	2.0486e+007
0.01	0.389045	2.13818e+007
0.01	0.398107	2.23138e+007
0.01	0.40738	2.32833e+007
0.01	0.416869	2.42916e+007
0.01	0.42658	2.534e+007
0.01	0.436516	2.64298e+007
0.01	0.446684	2.75624e+007
0.01	0.457088	2.87391e+007
0.01	0.467735	2.99614e+007
0.01	0.47863	3.12307e+007
0.01	0.489779	3.25484e+007
0.01	0.501187	3.3916e+007
0.01	0.512861	3.5335e+007
0.01	0.524807	3.68069e+007
0.01	0.537032	3.83333e+007
0.01	0.549541	3.99158e+007
0.01	0.562341	4.15559e+007
0.01	0.57544	4.32553e+007
0.01	0.588844	4.50155e+007
0.01	0.60256	4.68383e+007
0.01	0.616595	4.87252e+007
0.01	0.630957	5.0678e+007
0.01	0.645654	5.26985e+007
0.01	0.660693	5.47884e+007
0.01	0.676083	5.69494e+007
0.01	0.691831	5.91833e+007
0.01	0.707946	6.14919e+007
0.01	0.724436	6.3877e+007
0.01	0.74131	6.63405e+007
0.01	0.758578	6.88842e+007
0.01	0.776247	7.151e+007
0.01	0.794328	7.42199e+007
0.01	0.812831	7.70157e+007
0.01	0.831764	7.98995e+007
0.01	0.851138	8.28731e+007
0.01	0.870964	8.59385e+007
0.01	0.891251	8.90977e+007
0.01	0.912011	9.23528e+007
0.01	0.933254	9.57056e+007
0.01	0.954993	9.91584e+007
0.01	0.977237	1.02713e+008
0.01	1	1.06371e+008
0.01	1.02329	1.10135e+008
0.01	1.04713	1.14008e+008
0.01	1.07152	1.17989e+008
0.01	1.09648	1.22083e+008
0.01	1.12202	1.2629e+008
0.01	1.14815	1.30614e+008
0.01	1.1749	1.35055e+008
0.01	1.20226	1.39615e+008
0.01	1.23027	1.44298e+008
0.01	1.25893	1.49104e+008
0.01	1.28825	1.54036e+008
0.01	1.31826	1.59096e+008
0.01	1.34896	1.64286e+008
0.01	1.38038	1.69609e+008
0.01	1.41254	1.75066e+008
0.01	1.44544	1.8066e+008
0.01	1.47911	1.86394e+008
0.01	1.51356	1.92269e+008
0.01	1.54882	1.98289e+008
0.01	1.58489	2.04455e+008
0.01	1.62181	2.10769e+008
0.01	1.65959	2.17235e+008
0.01	1.69824	2.23852e+008
0.01	1.7378	2.30624e+008
0.01	1.77828	2.37552e+008
0.01	1.8197	2.44638e+008
0.01	1.86209	2.51883e+008
0.01	1.90546	2.59289e+008
0.01	1.94984	2.66858e+008
0.01	1.99526	2.74593e+008
0.01	2.04174	2.82496e+008
0.01	2.0893	2.9057e+008
0.01	2.13796	2.98819e+008
0.01	2.18776	3.07245e+008
0.01	2.23872	3.15851e+008
0.01	2.29087	3.2464e+008
0.01	2.34423	3.33613e+008
0.01	2.39883	3.42771e+008
0.01	2.45471	3.52115e+008
0.01	2.51189	3.61643e+008
0.01	2.5704	3.71358e+008
0.01	2.63027	3.81259e+008
0.01	2.69153	3.91348e+008
0.01	2.75423	4.01629e+008
0.01	2.81838	4.12105e+008
0.01	2.88403	4.22781e+008
0.01	2.95121	4.33662e+008
0.01	3.01995	4.4475e+008
0.01	3.0903	4.56046e+008
0.01	3.16228	4.6755e+008
0.01	3.23594	4.79259e+008
0.01	3.31131	4.91167e+008
0.01	3.38844	5.0327e+008
0.01	3.46737	5.15569e+008
0.01	3.54813	5.28065e+008
0.01	3.63078	5.40768e+008
0.01	3.71535	5.53684e+008
0.01	3.80189	5.66822e+008
0.01	3.89045	5.80182e+008
0.01	3.98107	5.93758e+008
0.01	4.0738	6.07541e+008
0.01	4.16869	6.21518e+008
0.01	4.2658	6.35683e+008
0.01	4.36516	6.50034e+008
0.01	4.46684	6.64576e+008
0.01	4.57088	6.79318e+008
0.01	4.67735	6.94268e+008
0.01	4.7863	7.09429e+008
0.01	4.89779	7.24796e+008
0.01	5.01187	7.40358e+008
0.01	5.12861	7.56101e+008
0.01	5.24807	7.72006e+008
0.01	5.37032	7.88062e+008
0.01	5.49541	8.04264e+008
0.01	5.62341	8.20623e+008
0.01	5.7544	8.37164e+008
0.01	5.88844	8.53898e+008
0.01	6.0256	8.70813e+008
0.01	6.16595	8.87866e+008
0.01	6.30957	9.0501e+008
0.01	6.45654	9.22229e+008
0.01	6.60693	9.39541e+008
0.01	6.76083	9.56979e+008
0.01	6.91831	9.74555e+008
0.01	7.07946	9.92247e+008
0.01	7.24436	1.01003e+009
0.01	7.4131	1.02786e+009
0.01	7.58578	1.04571e+009
0.01	7.76247	1.06357e+009
0.01	7.94328	1.08143e+009
0.01	8.12831	1.09934e+009
0.01	8.31764	1.11731e+009
0.01	8.51138	1.13532e+009
0.01	8.70964	1.1533e+009
0.01	8.91251	1.17118e+009
0.01	9.12011	1.18893e+009
0.01	9.33254	1.2066e+009
0.01	9.54993	1.22431e+009
0.01	9.77237	1.242e+009
0.01	10	1.25955e+009
0.01	10.2329	1.2769e+009
0.01	10.4713	1.29409e+009
0.01	10.7152	1.31111e+009
0.01	10.9648	1.328e+009
0.01	11.2202	1.34478e+009
0.01	11.4815	1.36143e+009
0.01	11.749	1.37782e+009
0.01	12.0226	1.39386e+009
0.01	12.3027	1.40964e+009
0.01	12.5893	1.42532e+009
0.01	12.8825	1.44085e+009
0.01	13.1826	1.45609e+009
0.01	13.4896	1.47092e+009
0.01	13.8038	1.48539e+009
0.01	14.1254	1.49973e+009
0.01	14.4544	1.51387e+009
0.01	14.7911	1.5277e+009
0.01	15.1356	1.54121e+009
0.01	15.4882	1.55433e+009
0.01	15.8489	1.56711e+009
0.01	16.2181	1.57988e+009
0.01	16.5959	1.59242e+009
0.01	16.9824	1.60451e+009
0.01	17.378	1.61622e+009
0.01	17.7828	1.62788e+009
0.01	18.197	1.63947e+009
0.01	18.6209	1.6508e+009
0.01	19.0546	1.66183e+009
0.01	19.4984	1.67269e+009
0.01	19.9526	1.68358e+009
0.01	20.4174	1.69448e+009
0.01	20.893	1.7053e+009
0.01	21.3796	1.71574e+009
0.01	21.8776	1.7265e+009
0.01	22.3872	1.73748e+009
0.01	22.9087	1.74831e+009
0.01	23.4423	1.75918e+009
0.01	23.9883	1.77024e+009
0.01	24.5471	1.7817e+009
